11,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
12,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
13,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
14,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
15,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
16,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
17,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
18,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
19,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
20,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
21,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
22,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
23,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
24,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
25,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
26,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
27,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
28,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
29,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
30,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
31,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
32,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
33,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
34,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
35,4,0,0,0,0,0,,0,,,,0,袁宇,"a:6:{s:5:""phone"";s:11:""18817006356"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:40:""广东 深圳市 宝安区  宇宙中心"";s:4:""area"";s:27:""广东 深圳市 宝安区 "";s:6:""street"";s:12:""宇宙中心"";}",0,291,a:0:{},,
36,4,1554103839,29,0,0,0,,0,,,,1,袁宇,"a:7:{s:7:""address"";s:40:""上海 上海市 宝山区  宇宙中心"";s:5:""phone"";s:11:""18817006356"";s:4:""area"";s:27:""上海 上海市 宝山区 "";s:6:""street"";s:12:""宇宙中心"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:4:""dlyp"";N;}",0,39,a:0:{},,
37,4,1554104420,29,0,0,0,,0,,,,1,袁宇,"a:7:{s:7:""address"";s:40:""上海 上海市 宝山区  宇宙中心"";s:5:""phone"";s:11:""18817006356"";s:4:""area"";s:27:""上海 上海市 宝山区 "";s:6:""street"";s:12:""宇宙中心"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:4:""dlyp"";N;}",0,39,a:0:{},,
38,4,1554105048,29,0,0,0,,0,,,,1,袁宇,"a:7:{s:7:""address"";s:40:""上海 上海市 宝山区  宇宙中心"";s:5:""phone"";s:11:""18817006356"";s:4:""area"";s:27:""上海 上海市 宝山区 "";s:6:""street"";s:12:""宇宙中心"";s:9:""mob_phone"";s:11:""18817006356"";s:9:""tel_phone"";s:0:"""";s:4:""dlyp"";N;}",0,39,a:0:{},,
39,4,0,0,0,0,0,,0,,,,0,哈哈,"a:6:{s:5:""phone"";s:4:""4546"";s:9:""mob_phone"";s:4:""4546"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:31:""天津 天津市 河北区  666"";s:4:""area"";s:27:""天津 天津市 河北区 "";s:6:""street"";s:3:""666"";}",0,40,a:0:{},,
40,4,0,0,0,0,0,啧啧啧啧也,0,,,,0,哈哈,"a:6:{s:5:""phone"";s:4:""4546"";s:9:""mob_phone"";s:4:""4546"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:31:""天津 天津市 河北区  666"";s:4:""area"";s:27:""天津 天津市 河北区 "";s:6:""street"";s:3:""666"";}",0,40,a:0:{},,
41,4,0,0,0,0,0,,0,,,,0,哈哈,"a:6:{s:5:""phone"";s:4:""4546"";s:9:""mob_phone"";s:4:""4546"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:31:""天津 天津市 河北区  666"";s:4:""area"";s:27:""天津 天津市 河北区 "";s:6:""street"";s:3:""666"";}",0,40,a:0:{},,
42,4,1554122349,29,1554122369,0,0,,0,,,,1,哈哈,"a:7:{s:7:""address"";s:31:""天津 天津市 河北区  666"";s:5:""phone"";s:4:""4546"";s:4:""area"";s:27:""天津 天津市 河北区 "";s:6:""street"";s:3:""666"";s:9:""mob_phone"";s:4:""4546"";s:9:""tel_phone"";s:0:"""";s:4:""dlyp"";N;}",0,40,a:0:{},,
43,4,0,0,0,0,0,,0,,,,0,哈哈,"a:6:{s:5:""phone"";s:4:""4546"";s:9:""mob_phone"";s:4:""4546"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:31:""天津 天津市 河北区  666"";s:4:""area"";s:27:""天津 天津市 河北区 "";s:6:""street"";s:3:""666"";}",0,40,a:0:{},,
44,4,0,0,0,0,0,,0,,,,0,你看看,"a:6:{s:5:""phone"";s:5:""55555"";s:9:""mob_phone"";s:5:""55555"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:46:""内蒙古 通辽市 扎鲁特旗  宇宙中心"";s:4:""area"";s:33:""内蒙古 通辽市 扎鲁特旗 "";s:6:""street"";s:12:""宇宙中心"";}",0,99,a:0:{},,
45,4,0,0,0,0,0,,0,,,,0,哈哈,"a:6:{s:5:""phone"";s:4:""4546"";s:9:""mob_phone"";s:4:""4546"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:31:""天津 天津市 河北区  666"";s:4:""area"";s:27:""天津 天津市 河北区 "";s:6:""street"";s:3:""666"";}",0,40,a:0:{},,
46,4,0,0,0,0,0,,0,,,,0,小苏,"a:6:{s:5:""phone"";s:11:""13975846784"";s:9:""mob_phone"";s:11:""13975846784"";s:9:""tel_phone"";s:0:"""";s:7:""address"";s:37:""北京 北京市 东城区  八一路"";s:4:""area"";s:27:""北京 北京市 东城区 "";s:6:""street"";s:9:""八一路"";}",0,36,a:0:{},,
